ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variable,29IMG,Framed Vervet Monkey,1,0,visible,"This vervet hung around our camp and was willing to sit and pose quite a lot. He also tried to steel our fruit as well, so wasn't always perfectly behaved.","<p>This vervet hung around our camp and was willing to sit and pose quite a lot. He also tried to steel our fruit as well, so wasn't always perfectly behaved.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Framed-Vervet-Monkey.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,30IMG,Hippo Face,1,0,visible,Photography Lesson number 1. Back everything up twice. The NatGeo level photos I had of Hippos were on a memory card that got corrupted. The back up was stolen. Hippos aren't easy to photograph but do provide opportunities for dramatic story telling images. I need to go back and get some more.,"<p>Photography Lesson number 1. Back everything up twice. The NatGeo level photos I had of Hippos were on a memory card that got corrupted. The back up was stolen. Hippos aren't easy to photograph but do provide opportunities for dramatic story telling images. I need to go back and get some more.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Hippo-Face.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,31IMG,Perched Lilac-breasted Roller,1,0,visible,"The lilac-breasted roller is one of Africa's iconic birds. It is visible all over when you are on safari. However being such quick fliers and graceful movers, getting a good image is rather difficult sometimes.","<p>The lilac-breasted roller is one of Africa's iconic birds. It is visible all over when you are on safari. However being such quick fliers and graceful movers, getting a good image is rather difficult sometimes.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Perched-Lilac-breasted-Roller.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,32IMG,Mountain Gorilla BW,1,0,visible,"It is probably scary for most people when a 120 kg Gorilla charges at you. However for those who have a guide with them it is doubly scary as those guides insist on standing their ground. And since we had the cameras and were standing in front our guides put their hands on our shoulders to make sure we didn't move. This adolescent was just trying to show off though, like any human of an equivalent age. Then he sat back in the bamboo bushes for a nice portrait.","<p>It is probably scary for most people when a 120 kg Gorilla charges at you. However for those who have a guide with them it is doubly scary as those guides insist on standing their ground. And since we had the cameras and were standing in front our guides put their hands on our shoulders to make sure we didn't move. This adolescent was just trying to show off though, like any human of an equivalent age. Then he sat back in the bamboo bushes for a nice portrait.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Mountain-Gorilla-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,33IMG,Mountain Gorilla Portrait,1,0,visible,The big silverback of the Nkoringo group of gorillas really is a relaxed type of guy. He showed mild interest when we turned up but then just enjoyed our company for the hour permitted to gorilla trackers in Uganda.,"<p>The big silverback of the Nkoringo group of gorillas really is a relaxed type of guy. He showed mild interest when we turned up but then just enjoyed our company for the hour permitted to gorilla trackers in Uganda.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Mountain-Gorilla-Portrait.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 20 cm  8 x 8 inches,30 x 30 cm  12 x 12 inches,41 x 41 cm  16 x 16 inches,51 x 51 cm  20 x 20 inches,61 x 61 cm  24 x 24 inches",1,1
,variable,34IMG,Grazing Zebras,1,0,visible,Often we think of the East African savanna as a flat unending grassland with millions of zebras and wildebeest when it is so much more complex. However stereotypes exist for a reason and much of the Serengeti area is indeed just grass and grazing animals.,"<p>Often we think of the East African savanna as a flat unending grassland with millions of zebras and wildebeest when it is so much more complex. However stereotypes exist for a reason and much of the Serengeti area is indeed just grass and grazing animals.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Grazing-Zebras.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,35IMG,Monkey Family,1,0,visible,"Like all primates the Vervet Monkey is a social creature and a bit of family playtime before bed is perfectly normal. in the soft golden afternoon light, this family came down from the trees to gather in the open and spend time together.","<p>Like all primates the Vervet Monkey is a social creature and a bit of family playtime before bed is perfectly normal. in the soft golden afternoon light, this family came down from the trees to gather in the open and spend time together.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Monkey-Family.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,36IMG,Secretary Birds on an Evening Walk,1,0,visible,"The Kori Bustard is the largest flying bird in Africa. However they do like to stroll as well and are often seen strutting around the savanna. I am not sure I managed to see one flying, never mind get a shot of them.","<p>The Kori Bustard is the largest flying bird in Africa. However they do like to stroll as well and are often seen strutting around the savanna. I am not sure I managed to see one flying, never mind get a shot of them.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Secretary-Birds-on-an-Evening-Walk.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,37IMG,Secretary Birds on an Evening Walk BW,1,0,visible,"The Kori Bustard is the largest flying bird in Africa. However they do like to stroll as well and are often seen strutting around the savanna. I am not sure I managed to see one flying, never mind get a shot of them.","<p>The Kori Bustard is the largest flying bird in Africa. However they do like to stroll as well and are often seen strutting around the savanna. I am not sure I managed to see one flying, never mind get a shot of them.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Secretary-Birds-on-an-Evening-Walk-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,38IMG,Yin and Yang Zebras,1,0,visible,The stripes of a zebra is designed to blend into the stripes of another when seen by a predator from afar. Normally the young are a bit more brown than black but I probably wasn't sure which end was the mother and which was the young until I got home and went through my images.,"<p>The stripes of a zebra is designed to blend into the stripes of another when seen by a predator from afar. Normally the young are a bit more brown than black but I probably wasn't sure which end was the mother and which was the young until I got home and went through my images.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Yin-and-Yang-Zebras.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,39IMG,Yin and Yang Zebras BW ,1,0,visible,The stripes of a zebra is designed to blend into the stripes of another when seen by a predator from afar. Normally the young are a bit more brown than black but I probably wasn't sure which end was the mother and which was the young until I got home and went through my images.,"<p>The stripes of a zebra is designed to blend into the stripes of another when seen by a predator from afar. Normally the young are a bit more brown than black but I probably wasn't sure which end was the mother and which was the young until I got home and went through my images.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Yin-and-Yang-Zebras-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,41IMG,Lion Patrol,1,0,visible,Nothing compares to seeing the confidence of a male line strutting through the grasses of the savanna. If I was that big and strong I guess I would be equally confident that nothing could hurt me.,"<p>Nothing compares to seeing the confidence of a male line strutting through the grasses of the savanna. If I was that big and strong I guess I would be equally confident that nothing could hurt me.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Lion-Patrol.jpg,,,,,,,,,,Finish,Stretched Canvas,1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches",1,1
,variable,42IMG,Lioness on Lookout,1,0,visible,"Everybody likes a good kopje for a lookout point. If we were allowed out of the vehicle in the national parks we would have climbed up too, to see what intersting prey we could find for our cameras.","<p>Everybody likes a good kopje for a lookout point. If we were allowed out of the vehicle in the national parks we would have climbed up too, to see what intersting prey we could find for our cameras.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Lioness-on-Lookout.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,43IMG,Double Wildebeest Migration,1,0,visible,"Depending where you are in the seasonal circle of the great migration there will be a few or many wildebeest visible in the Serengeti. Over two million live on the plains of east Africa, one of the conservation worlds success stories.","<p>Depending where you are in the seasonal circle of the great migration there will be a few or many wildebeest visible in the Serengeti. Over two million live on the plains of east Africa, one of the conservation worlds success stories.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Double-Wildebeest-Migration.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,44IMG,Triple Wildebeest Migration,1,0,visible,"There are many things hiding in the long grasses of the Serengeti. When the grasses grow long the servals, mice and other mini creatures have lots of space to hide. Wildebeest on the other hand are everywhere.","<p>There are many things hiding in the long grasses of the Serengeti. When the grasses grow long the servals, mice and other mini creatures have lots of space to hide. Wildebeest on the other hand are everywhere.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Triple-Wildebeest-Migration.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
